arc_id,timestamp,elevation_deg,sin_elevation,azimuth_deg,snr_db_hz,snr_linear,residual
DEMO-G01-1C-0001,2026-03-19 00:00:00,6.0,0.10452846326765347,150.0,41.845979679956855,97.6653270374436,-47.741964297707625
DEMO-G01-1C-0001,2026-03-19 00:00:30,6.338983050847458,0.1104105593687335,150.20338983050848,43.092586979272916,132.29497205771605,-15.382154159145355
DEMO-G01-1C-0001,2026-03-19 00:01:00,6.677966101694915,0.11628879073190988,150.40677966101694,46.92233485416527,155.93492988034615,6.059516578096552
DEMO-G01-1C-0001,2026-03-19 00:01:30,7.016949152542373,0.12216295159947535,150.61016949152543,44.76836088130935,160.756388464083,8.754171010907758
DEMO-G01-1C-0001,2026-03-19 00:02:00,7.3559322033898304,0.12803283635620352,150.8135593220339,41.452334033937426,175.37793334160978,21.320320059682818
DEMO-G01-1C-0001,2026-03-19 00:02:30,7.694915254237288,0.13389823953654623,151.01694915254237,43.392733636572125,167.28749690231456,11.245811774573358
DEMO-G01-1C-0001,2026-03-19 00:03:00,8.033898305084746,0.13975895583182532,151.22033898305085,46.68405596456937,156.47674598905763,-1.4777810429105465
DEMO-G01-1C-0001,2026-03-19 00:03:30,8.372881355932204,0.14561478009741938,151.42372881355934,45.174042941296655,165.69262152391352,5.896378812024071
DEMO-G01-1C-0001,2026-03-19 00:04:00,8.711864406779661,0.15146550735994427,151.6271186440678,41.51783195982335,182.85572991161615,21.28878437842494
DEMO-G01-1C-0001,2026-03-19 00:04:30,9.050847457627118,0.15731093282442793,151.83050847457628,44.311649829512604,174.2986108234797,11.031852342382226
DEMO-G01-1C-0001,2026-03-19 00:05:00,9.389830508474576,0.16315085188147904,152.03389830508473,47.369556960097746,164.34912418633812,-0.546689943829616
DEMO-G01-1C-0001,2026-03-19 00:05:30,9.728813559322035,0.16898506011444883,152.23728813559322,44.76542084459361,174.74832770811201,8.294073095348214
DEMO-G01-1C-0001,2026-03-19 00:06:00,10.067796610169491,0.17481335330658637,152.4406779661017,42.39037405918394,185.24436038694503,17.302128800754478
DEMO-G01-1C-0001,2026-03-19 00:06:30,10.406779661016948,0.180635527448187,152.64406779661016,44.664517308130556,172.1432888773954,2.783382678879466
DEMO-G01-1C-0001,2026-03-19 00:07:00,10.745762711864407,0.18645137874373327,152.84745762711864,46.719556006164275,161.34619121463385,-9.361257838441102
DEMO-G01-1C-0001,2026-03-19 00:07:30,11.084745762711865,0.19226070361902822,153.05084745762713,44.511216669555424,171.88964623338964,-0.0953939382741531
DEMO-G01-1C-0001,2026-03-19 00:08:00,11.423728813559322,0.19806329872832162,153.25423728813558,41.518537061681705,182.96243494543296,9.769565989004068
DEMO-G01-1C-0001,2026-03-19 00:08:30,11.762711864406779,0.2038589609614273,153.45762711864407,45.315074057366125,171.1289729108676,-3.202161239589824
DEMO-G01-1C-0001,2026-03-19 00:09:00,12.101694915254237,0.20964748745083306,153.66101694915255,47.099616484555334,161.99858674483815,-13.401457052236534
DEMO-G01-1C-0001,2026-03-19 00:09:30,12.440677966101696,0.21542867557880144,153.864406779661,43.950684446585754,177.37920209775922,0.9793868999043731
DEMO-G01-1C-0001,2026-03-19 00:10:00,12.779661016949152,0.22120232298446205,154.0677966101695,41.7588499258086,185.4536323700793,8.122957500728294
DEMO-G01-1C-0001,2026-03-19 00:10:30,13.118644067796609,0.22696822757089508,154.27118644067798,45.84544118275772,170.5071487961315,-7.685709702420379
DEMO-G01-1C-0001,2026-03-19 00:11:00,13.457627118644067,0.23272618751220514,154.47457627118644,47.03473168457466,164.2673417457928,-14.719269151277754
DEMO-G01-1C-0001,2026-03-19 00:11:30,13.796610169491526,0.23847600126058593,154.67796610169492,43.620971970804035,178.83029399034322,-0.8818919637301939
DEMO-G01-1C-0001,2026-03-19 00:12:00,14.135593220338983,0.24421746755337503,154.88135593220338,42.034459395724674,185.71457024160753,5.344723653652128
DEMO-G01-1C-0001,2026-03-19 00:12:30,14.47457627118644,0.2499503854200989,155.08474576271186,45.81227314715491,172.00727808089013,-8.952586615879166
DEMO-G01-1C-0001,2026-03-19 00:13:00,14.813559322033898,0.25567455418950746,155.28813559322035,47.25072750316581,168.3231683297011,-13.159352777715267
DEMO-G01-1C-0001,2026-03-19 00:13:30,15.152542372881356,0.2613897734965981,155.4915254237288,43.87543474062138,186.36256538209355,4.424459858488152
DEMO-G01-1C-0001,2026-03-19 00:14:00,15.491525423728813,0.2670958432896292,155.6949152542373,42.49669845294373,191.62993977856928,9.303023305980307
DEMO-G01-1C-0001,2026-03-19 00:14:30,15.83050847457627,0.2727925638371229,155.89830508474577,46.71276682360286,175.2417115296688,-7.407549721014643
DEMO-G01-1C-0001,2026-03-19 00:15:00,16.16949152542373,0.278479735734856,156.10169491525423,46.91127907619169,169.19546245198012,-13.70999341560201
DEMO-G01-1C-0001,2026-03-19 00:15:30,16.508474576271187,0.2841571599128398,156.3050847457627,43.43379530591116,182.89449692763677,-0.20132806183198326
DEMO-G01-1C-0001,2026-03-19 00:16:00,16.847457627118644,0.2898246376422883,156.5084745762712,42.007506185932044,187.84047346920408,4.619771588263834
DEMO-G01-1C-0001,2026-03-19 00:16:30,17.1864406779661,0.2954819705425746,156.71186440677965,46.098278505992084,174.1110630987869,-9.169365246960691
DEMO-G01-1C-0001,2026-03-19 00:17:00,17.525423728813557,0.3011289605881744,156.91525423728814,47.651861032048146,169.64339017684233,-13.631964489520126
DEMO-G01-1C-0001,2026-03-19 00:17:30,17.864406779661017,0.3067654101155981,157.11864406779662,43.69098891965581,181.73066559595478,-1.4751739464251692
DEMO-G01-1C-0001,2026-03-19 00:18:00,18.203389830508474,0.3123911218303092,157.32203389830508,42.01768250386953,188.96799964737943,5.895749619613955
DEMO-G01-1C-0001,2026-03-19 00:18:30,18.54237288135593,0.31800589881363045,157.52542372881356,45.410677495230075,173.3963094259381,-9.478652041016996
DEMO-G01-1C-0001,2026-03-19 00:19:00,18.88135593220339,0.32360954452963675,157.72881355932202,47.53092992919905,169.84265747303905,-12.771699956780477
DEMO-G01-1C-0001,2026-03-19 00:19:30,19.220338983050848,0.3292018628320345,157.9322033898305,44.26830437019194,181.5046473318263,-0.7861823136736312
DEMO-G01-1C-0001,2026-03-19 00:20:00,19.559322033898304,0.3347826579710273,158.135593220339,42.618359859304235,191.46831308662397,9.563535151497152
DEMO-G01-1C-0001,2026-03-19 00:20:30,19.89830508474576,0.340351734600168,158.33898305084745,45.31799889166787,176.7122728176925,-4.744337325738027
DEMO-G01-1C-0001,2026-03-19 00:21:00,20.237288135593218,0.3459088977831963,158.54237288135593,47.467660173379464,170.47982630038385,-10.466915768870418
DEMO-G01-1C-0001,2026-03-19 00:21:30,20.576271186440678,0.35145395300086235,158.74576271186442,44.3076273755532,182.00697701115814,1.6313796161790073
DEMO-G01-1C-0001,2026-03-19 00:22:00,20.915254237288135,0.3569867061577353,158.94915254237287,42.43114232812455,192.99843787865385,13.254830263781802
DEMO-G01-1C-0001,2026-03-19 00:22:30,21.25423728813559,0.36250696358899775,159.15254237288136,45.7029281128189,181.4312899627929,2.3800780004261277
DEMO-G01-1C-0001,2026-03-19 00:23:00,21.593220338983052,0.3680145320672241,159.35593220338984,47.5830759130046,174.812179506847,-3.4866778294414438
DEMO-G01-1C-0001,2026-03-19 00:23:30,21.93220338983051,0.3735092188091446,159.5593220338983,45.02888766684386,183.82771579186866,6.340717565835863
DEMO-G01-1C-0001,2026-03-19 00:24:00,22.271186440677965,0.3789908314823932,159.76271186440678,42.35255430746617,194.44452467056902,17.828428034858295
DEMO-G01-1C-0001,2026-03-19 00:24:30,22.610169491525422,0.3844591782122399,159.96610169491527,44.97793878406545,180.8756641183312,5.189042111061955
DEMO-G01-1C-0001,2026-03-19 00:25:00,22.94915254237288,0.3899140675883069,160.16949152542372,47.81522446801125,171.1909857759845,-3.5080653666155364
DEMO-G01-1C-0001,2026-03-19 00:25:30,23.28813559322034,0.3953553086712688,160.3728813559322,44.688930392602835,176.7565177832566,3.102649658609497
DEMO-G01-1C-0001,2026-03-19 00:26:00,23.627118644067796,0.4007827109995358,160.5762711864407,42.27866371355976,186.71281122227015,14.161246984745507
DEMO-G01-1C-0001,2026-03-19 00:26:30,23.966101694915253,0.4061960845959207,160.77966101694915,44.024402627119,177.2876466794109,5.895008793753764
DEMO-G01-1C-0001,2026-03-19 00:27:00,24.305084745762713,0.41159523997428915,160.98305084745763,47.12657287230148,172.6033707994814,2.425776287528297
DEMO-G01-1C-0001,2026-03-19 00:27:30,24.64406779661017,0.4169799881461912,161.1864406779661,45.96726596261406,175.32141553796743,6.414469022942772
DEMO-G01-1C-0001,2026-03-19 00:28:00,24.983050847457626,0.4223501406274776,161.38983050847457,43.41407195198206,190.70431292632944,23.123099760865106
DEMO-G01-1C-0001,2026-03-19 00:28:30,25.322033898305083,0.4277055094448968,161.59322033898306,43.1423133536638,185.6953288541137,19.494408332921243
DEMO-G01-1C-0001,2026-03-19 00:29:00,25.66101694915254,0.43304590714267505,161.79661016949152,47.45270660254019,145.94018824946085,-18.826413092424925
DEMO-G01-1C-0001,2026-03-19 00:29:30,26.0,0.4383711467890774,162.0,46.11190204242299,116.31005576985935,-46.968739232641795
DEMO-E02-5Q-0002,2026-03-19 00:40:00,26.0,0.4383711467890774,170.0,45.66401479815612,132.42882595854223,-37.604859402637594
